Rank,Runner,Flag,Country,Total Score,Performance Score,Volume Bonus,Variety Bonus,Prolific Score,Unique Boards,Unique Games,WRs,Top 3s,Top 10s,Medal Score,Depth Score,Average Place,Profile
1586,theprogrammer88,,United States,57,49,8,0,1,1,1,0,0,0,0,9.61,1176,https://www.speedrun.com/users/theprogrammer88
1587,SeanRaider,,Canada,56.77,35.46,11.31,10,2,2,2,0,0,0,0,8.25,152.5,https://www.speedrun.com/users/SeanRaider
1588,Konings1989,,Netherlands,56.59,48.59,8,0,1,1,1,0,0,0,0,7.49,60,https://www.speedrun.com/users/Konings1989
1589,ShesChardcore,,United States,56.39,32.53,13.86,10,3,3,2,0,0,2,2,6.53,586,https://www.speedrun.com/users/ShesChardcore
1590,lowka,,Ukraine,56.22,34.91,11.31,10,2,2,2,0,0,0,0,8.32,833.5,https://www.speedrun.com/users/lowka
1591,FoxyLove,,Québec,56.15,26.55,19.6,10,6,6,2,0,0,0,0,9.89,508.67,https://www.speedrun.com/users/FoxyLove
1592,Jumpyluff,,United States,55.95,47.95,8,0,1,1,1,0,0,0,0,7.89,115,https://www.speedrun.com/users/Jumpyluff
1593,SalamangreatPlumber,,,55.8,47.8,8,0,1,1,1,0,0,0,0,8.32,217,https://www.speedrun.com/users/SalamangreatPlumber
1594,brocis420,,Canada,55.52,47.52,8,0,1,1,1,0,0,0,0,9.43,1189,https://www.speedrun.com/users/brocis420
1595,Diney,,Northern Ireland,55.52,47.52,8,0,1,1,1,0,0,0,0,9.43,1189,https://www.speedrun.com/users/Diney
1596,Georgier,,Hong Kong,55.52,47.52,8,0,1,1,1,0,0,0,0,9.43,1189,https://www.speedrun.com/users/Georgier
1597,Guwapo,,United States,55.52,47.52,8,0,1,1,1,0,0,0,0,9.43,1189,https://www.speedrun.com/users/Guwapo
1598,JonnyLink,,United States,55.52,47.52,8,0,1,1,1,0,0,0,0,9.43,1189,https://www.speedrun.com/users/JonnyLink
1599,kaktus313,,,55.52,47.52,8,0,1,1,1,0,0,0,0,9.43,1189,https://www.speedrun.com/users/kaktus313
1600,RedToad10,,United States,55.52,47.52,8,0,1,1,1,0,0,0,0,9.43,1189,https://www.speedrun.com/users/RedToad10
1601,special_k_95,,United States,55.52,47.52,8,0,1,1,1,0,0,0,0,9.43,1189,https://www.speedrun.com/users/special_k_95
1602,Twinstar,,United States,55.52,47.52,8,0,1,1,1,0,0,0,0,9.43,1189,https://www.speedrun.com/users/Twinstar
1603,whotfeld,,Netherlands,55.52,47.52,8,0,1,1,1,0,0,0,0,9.43,1189,https://www.speedrun.com/users/whotfeld
1604,GrandMasterMario5000,,Canada,55.14,27.25,17.89,10,5,5,2,0,0,0,0,9.98,569.8,https://www.speedrun.com/users/GrandMasterMario5000
1605,Xdragon,,United States,54.9,46.9,8,0,1,1,1,0,0,0,0,8.23,219,https://www.speedrun.com/users/Xdragon
1606,Shiro785,,Japan,54.84,43.53,11.31,0,2,2,1,0,0,0,0,9.78,272,https://www.speedrun.com/users/Shiro785
1607,baseball_caniac,,United States,54.77,43.46,11.31,0,2,2,1,0,0,0,0,11.08,885,https://www.speedrun.com/users/baseball_caniac
1608,hammersuits,,United States,54.37,46.37,8,0,1,1,1,0,0,1,1,5.11,4,https://www.speedrun.com/users/hammersuits
1609,DenisLandry,,Canada,54.17,46.17,8,0,1,1,1,0,0,0,0,9.28,1201,https://www.speedrun.com/users/DenisLandry
1610,Fleke,,Sweden,54.17,46.17,8,0,1,1,1,0,0,0,0,9.28,1201,https://www.speedrun.com/users/Fleke
1611,J3_fromYt,,,54.17,46.17,8,0,1,1,1,0,0,0,0,9.28,1201,https://www.speedrun.com/users/J3_fromYt
1612,JJPratt,,United States,54.17,46.17,8,0,1,1,1,0,0,0,0,9.28,1201,https://www.speedrun.com/users/JJPratt
1613,ManneN,,Sweden,54.17,46.17,8,0,1,1,1,0,0,0,0,9.28,1201,https://www.speedrun.com/users/ManneN
1614,Mike Morrow,,,54.17,46.17,8,0,1,1,1,0,0,0,0,9.28,1201,
1615,OptiJuegos,,Argentina,54.17,46.17,8,0,1,1,1,0,0,0,0,9.28,1201,https://www.speedrun.com/users/OptiJuegos
1616,Pandabear314,,United States,54.17,46.17,8,0,1,1,1,0,0,0,0,9.28,1201,https://www.speedrun.com/users/Pandabear314
1617,Pr3tzel222,,Canada,54.17,46.17,8,0,1,1,1,0,0,0,0,9.28,1201,https://www.speedrun.com/users/Pr3tzel222
1618,Saza_N_Am_I,,Japan,54.17,46.17,8,0,1,1,1,0,0,0,0,9.28,1201,https://www.speedrun.com/users/Saza_N_Am_I
1619,ThePigKing,,United Kingdom,54.17,46.17,8,0,1,1,1,0,0,0,0,9.28,1201,https://www.speedrun.com/users/ThePigKing
1620,Tootoo,,Sweden,54.17,46.17,8,0,1,1,1,0,0,0,0,9.28,1201,https://www.speedrun.com/users/Tootoo
1621,turara32767,,Japan,54.17,46.17,8,0,1,1,1,0,0,0,0,9.28,1201,https://www.speedrun.com/users/turara32767
1622,wister_,,United States,54.17,46.17,8,0,1,1,1,0,0,0,0,9.28,1201,https://www.speedrun.com/users/wister_
1623,BreadForBrunch,,United States,54,46,8,0,1,1,1,0,0,0,0,8.13,221,https://www.speedrun.com/users/BreadForBrunch
1624,MisterPost,,United States,54,46,8,0,1,1,1,0,0,0,0,8.13,221,https://www.speedrun.com/users/MisterPost
1625,furlim,,Brazil,53.75,45.75,8,0,1,1,1,0,0,0,0,7.67,118,https://www.speedrun.com/users/furlim
1626,Danieltatis,,Colombia,53.51,45.51,8,0,1,1,1,0,0,0,0,8.18,255,https://www.speedrun.com/users/Danieltatis
1627,Yoshiabel,,Catalonia,53.16,41.85,11.31,0,2,2,1,0,0,0,0,9.51,307.5,https://www.speedrun.com/users/Yoshiabel
1628,Odme_,,United States,52.81,31.5,11.31,10,2,2,2,0,0,0,0,8.45,786,https://www.speedrun.com/users/Odme_
1629,Squidy_,,,52.33,31.02,11.31,10,2,2,2,0,0,0,0,6.91,87,https://www.speedrun.com/users/Squidy_
1630,Penguini64,,United States,52.32,44.32,8,0,1,1,1,0,0,0,0,8.05,258,https://www.speedrun.com/users/Penguini64
1631,Aaron Collins,,,52.07,44.07,8,0,1,1,1,0,0,0,0,9.03,1220,
1632,B0SS_99,,United States,52.07,44.07,8,0,1,1,1,0,0,0,0,9.03,1220,https://www.speedrun.com/users/B0SS_99
1633,bakr,,United States,52.07,44.07,8,0,1,1,1,0,0,0,0,9.03,1220,https://www.speedrun.com/users/bakr
1634,Bydeezdad707,,United States,52.07,44.07,8,0,1,1,1,0,0,0,0,9.03,1220,https://www.speedrun.com/users/Bydeezdad707
1635,chessjerk,,United States,52.07,44.07,8,0,1,1,1,0,0,0,0,9.03,1220,https://www.speedrun.com/users/chessjerk
